emis_num,level,region,council,chfdom,school_name_and_town,phone,owner
331102207,Primary,South,moyamba district council,11,AHAMADIYYA MUSLIM PRIMARY SCHOOL GBANGBATOKE GNANGBATOKE,76908373,mission
331102208,Primary,South,moyamba district council,11,AHMADIYYA MUSLIM PRIMARY SCHOOL MBELEBU,79849647,mission
331102209,Primary,South,moyamba district council,11,ANSARUL ISLAMIC PRIMARY SCHOOL MOBASHIRU,78479266,mission
331102210,Primary,South,moyamba district council,11,UNITED METHODIST CHURCH PRIMARY SCHOOL MOGBOMD MOGBOMO,76437098,mission
331102211,Primary,South,moyamba district council,11,AHMADIYYA MUSLIM PRIMARY SCHOOL MORPORMOI,07856322,mission
331102213,Primary,South,moyamba district council,11,COMMUNITY CHRISTIAN SCHIOOL MOSENESIE JUNCTION,76226090,community
331102214,Primary,South,moyamba district council,11,UNITED METHODIST CHURCH PRIAMARY SIMBECKIHUN,78770121,mission
331102215,Primary,South,moyamba district council,11,UNITED METHODIST CHURCH PRIMARY MADINA VILLAGE,076483838,mission
331102216,Primary,South,moyamba district council,11,UNITED METHODIST CHURCH PRIMARY MASONGE,078262656,mission
331102217,Primary,South,moyamba district council,11,WOMAN IN NATIONAL DEVELOPMENT PRIMARY SCHOOL MOKANJI,079892112,community
331102218,Primary,South,moyamba district council,11,BAPTIST CHRISTIAN COMMUNITY SCHOOL MOSENESIE JUNCTION,079197868,mission
331102219,Primary,South,moyamba district council,11,UNITED METHODIST CHURCH PRIMARY SCHOOL KPETEMA,079436289,private
331102220,Primary,South,moyamba district council,11,COMMUNITY CHRISTIAN PRIMARY SCHOOL MOSENESIE JUNCTION,078985130,mission
331102301,JSS,South,moyamba district council,11,FIRST BAPTIST SEC. SCH. FOR GIRLS GBANGBATOKE,076512807,mission
331102302,JSS,South,moyamba district council,11,BANTA EXPERIMENTAL J.S.S. MOYAMBA TOWN,78287056,community
331102303,JSS,South,moyamba district council,11,SIR MILTON MARGAI MEMORIAL SEC. SCH. GBANGBATOKE,076579138,private
331102304,JSS,South,moyamba district council,11,KANKAYLAY ISLAMIC JUNIOR SEC SCH. GBANGBATOKE,078480662,mission
331102305,JSS,South,moyamba district council,11,AHMADIYYA JUNIOR SECONDARY SCHOOL GBANGBATOKE 076785840/076 14,None,mission
331102306,JSS,South,moyamba district council,11,HOLY GHOST ROYAL COLLEGE,079431543,private
331102307,JSS,South,moyamba district council,11,WOMEN IN NATIONAL DEVELOPMENT VOCATIONAL TRAINING CENTRE,099407002,community
331102401,SSS,South,moyamba district council,11,AHMADIYYA TECHNICAL AND VOCATIONAL SECONDARY SCHOOL GBANGBATOKE,078785840,mission
331201201,Primary,South,moyamba district council,12,ANSARUL ISLAMIC PRIMARY SCHOOL MOKABA,079319993,private
331201202,Primary,South,moyamba district council,12,EVANGELICAL MODEL PRIMARY SCHOOL BFRADFORD,76474616,mission
331201203,Primary,South,moyamba district council,12,UNITED METHODIST CHURCH PRIMARY SCHOOL BRADFORD  RIBBI CHIEFDOM MOYAMBA DISTRICT BRADFORD,076477286,mission
331201204,Primary,South,moyamba district council,12,NATIONAL YOUTH AWARENESS FORUM PRIMARY SCHOOL GNONKOLENKE N,78153936,community
331201205,Primary,South,moyamba district council,12,COUNTESS OF HUNTINDON PRIMARY SCHOOL MABANG,078231140,mission
331201206,Primary,South,moyamba district council,12,EVANGELICAL MODEL PRIMARY MABANG,078831115,mission
331201207,Primary,South,moyamba district council,12,EVANGELICCAL MODEL PRIMARY SCHOOL MAFULUMU,078475420,mission
331201208,Primary,South,moyamba district council,12,EVANGELICAL MODEL PRIMARY SCHOOL MAKALI,78356936,mission
331201209,Primary,South,moyamba district council,12,NATIONAL YOUTH AWARENESS FORUM PRIMARY SCHOOL MALOLOM,79413998,other
331201210,Primary,South,moyamba district council,12,EVANGELICAL MODEL PRIMARYSCHOOL MAPOLI,076428276,mission
331201212,Primary,South,moyamba district council,12,DR. MINKAILU BAH PRIMARY SCHOOL MASANKA,178950800,community
331201213,Primary,South,moyamba district council,12,EVANGELICAL MODEL PRIMARY SCHOOL MASANKI,78762227,mission
331201214,Primary,South,moyamba district council,12,HUNTINGDOM PRIMARY SCHOOL MOGBOMOH,078509679,mission
331201215,Primary,South,moyamba district council,12,EVANGELICAL MODEL PRIMARY SCHOOL MOKERA,79468262,mission
331201217,Primary,South,moyamba district council,12,EVANGELICAL MODEL PRIMARY SCHOOL MOTONKULOK O,78274243,mission
331201218,Primary,South,moyamba district council,12,EVANGELICAL MODEL PRIIMARY SCHOOL ROKOLOR,077911966,mission
331201219,Primary,South,moyamba district council,12,EVANGELICAL MODEL PRIMARY ROKON,076215925,mission
331201220,Primary,South,moyamba district council,12,EVANGELICAL MODEL PRIMARY SCHOOL ROWAL,076498624,mission
331201236,Primary,South,moyamba district council,12,TOWER CHRISTIAN CENTRE PRIMARY MOLAMINA,078803859,mission
331201237,Primary,South,moyamba district council,12,UNITED COUNCIL OF IMAMS PRIMARY BRADFORD,099817363,mission
331201238,Primary,South,moyamba district council,12,TOWER CHRISTIAN PRIMARY SCHOOL GBASSATY,078803859,community
331201239,Primary,South,moyamba district council,12,MOYAMBA DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL MOGBESSEH,076477286,government
331201240,Primary,South,moyamba district council,12,AHMADIYYA MUSLIM PRIMARY SCHOOL MAKOMA(1),079356795,mission
331201241,Primary,South,moyamba district council,12,MAYABA DISTRICT EDUCATION COMMTTEE,030019929,community
331201302,JSS,South,moyamba district council,12,ALEX KOROMA SEC. SCH. BRADFORD,078332363,government
331201303,JSS,South,moyamba district council,12,EVANGELICAL MONTEMORRAY J.S.S. TEOBU LOMBIE,076966390,mission
331201304,JSS,South,moyamba district council,12,DEVINE GRACE JUNIOR SECONDARY SCHOOL MABANG,077225608,mission
331201401,SSS,South,moyamba district council,12,ALEX KOROMA MEMMORIAL SECONDARY SCHOOL BRADFORD,078332363,community
331202202,Primary,South,moyamba district council,12,MOYAMBA DISTRICT EDUCATION COMMITTEE MOGBOGESSEH,077385227,community
331202203,Primary,South,moyamba district council,12,EVANGELICAL PRIMARY SCHOOL MAFUNGBAY,078544114,mission
331202204,Primary,South,moyamba district council,12,KANKAYLAY ISLAMIC PRIMARY SCHOOL MOBENDU,099557502,mission
331202205,Primary,South,moyamba district council,12,KANKAYLAY ISLAMIC PRIMARY SCHOOL MOBUREH,079325024,mission
331202206,Primary,South,moyamba district council,12,EVANGELICAL MODEL PRIMARY SCHOOL MOCHAIL,076998534,mission
331202207,Primary,South,moyamba district council,12,EVANGELICA MODEL PRIMARY SCHOOL MOFAINGERE,76962031,mission
331202208,Primary,South,moyamba district council,12,KANKAYLAY ISLAMIC PRIMARY SCHOOL BATH -BAI,77459636,mission
331202209,Primary,South,moyamba district council,12,EVANGELICA MISSION PRIMARY SCHOOL KOBANKA,76930743,mission
331202210,Primary,South,moyamba district council,12,NATIONAL YOUTH AWARENESS FORUM PRIMARY SCHOOL MOFAMANCHA,077048813,community
331202211,Primary,South,moyamba district council,12,EVANGEL MODEL PRIMARY SCHOOL MOYAMBA MOTONKOH,078137580,mission
331202212,Primary,South,moyamba district council,12,EVANGELICAL MODEL PRIMARY SCHOOL MOKASSIE,077031114,mission
331202213,Primary,South,moyamba district council,12,EVANGELICAL MODEL PRIMARY SCHOOL MOKORBU,076823361,government
331202214,Primary,South,moyamba district council,12,MOYAMBA DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL MOKUMBA,076520017,government
331202215,Primary,South,moyamba district council,12,ANSARUL ISLAMIC PRIMARY MOLAMINA,078967306,mission
331202216,Primary,South,moyamba district council,12,EVANGELICAL MODEL PRIMARY SCHOOL MOSAYBANA,099636090,mission
331202217,Primary,South,moyamba district council,12,KANKAYLAY ISLAMIC PRIMARY SCHOOL MOTARO,77238098,mission
331202218,Primary,South,moyamba district council,12,DON BOSCO PRIMARY SCHOOL MOTHAINKIL,088954728,mission
331202219,Primary,South,moyamba district council,12,EVANGELICAL MODEL PRIMARY SCHOOL MOTONI,076928531,mission
331202220,Primary,South,moyamba district council,12,EVANGELICAL MODEL PRIMARY SCHOOL NORKOSS,099871460,mission
331202221,Primary,South,moyamba district council,12,BREAD OF LIFE MODEL PRIMARY SCHOOL ROKAI ROKAI,030573574,community
331202222,Primary,South,moyamba district council,12,EVANGELICAL MODEL PRIMARY SCHOOL SUEN SUEN,099819091,mission
331202223,Primary,South,moyamba district council,12,KHULAFAI RASHIDEEN ISLAMIC PRIMARY SUEN,78842852,mission
331202302,JSS,South,moyamba district council,12,LILLEHAMMER JUNIOR SEC. SCH KOBANKA JUNCTION,076536624,community
331202303,JSS,South,moyamba district council,12,BREAD OF LIFE JUNIOR SEC.SCH. MOKONI,078277788,community
331202304,JSS,South,moyamba district council,12,KANI AGRICULTURE JSS RIBBI,088116018,mission
331301201,Primary,South,moyamba district council,13,ROMAN CATHOLIC PRIMARY SCHOOL BENGEH KAMASUNU,076804113,mission
331301203,Primary,South,moyamba district council,13,ROMAN CATHOLIC PRIMARY SCHOOL BOMOTOKE,076522909,mission
331301204,Primary,South,moyamba district council,13,UNITED METHODIST CHURCH PRIMARY SCHOOL BOMOTOKE,030089600,mission
331301205,Primary,South,moyamba district council,13,ISLAMIC CALL SOCIETY GONDAMA,78127583,mission
331301206,Primary,South,moyamba district council,13,UNITED METHODIST CHURCH PRIMARY SCHOOL MANDU,078093303,mission
331301207,Primary,South,moyamba district council,13,UNITED METHODIST CHURCH PRIMARY SCHOOL MANJAMA,076543157,mission
331301208,Primary,South,moyamba district council,13,KHULIFAI RASHIDEEN ISLAMIC PRIMARY SCHOOL MOSANDA 7893386,None,mission
331301209,Primary,South,moyamba district council,13,UNITED METHODIST CHURCH PRIMARY SCHOOL MOKPANABOM,078821995,mission
331301210,Primary,South,moyamba district council,13,UNITED METHODIST CHURCH PRIMARY SCHOOL MOLAKOI,079023264,mission
331301211,Primary,South,moyamba district council,13,MOYAMBA DISTRICT EDUCATION COMMITTTE MOSAGBEH,078584163,government
331301212,Primary,South,moyamba district council,13,ISLAMIC CALL SOCIETY PRIMARY SCHOOL SUEN,76696218,mission
331301213,Primary,South,moyamba district council,13,MOYAMBA DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL MOKAIMBA,077589295,government
331301301,JSS,South,moyamba district council,13,CHARLES YIMBO UNITED METHODIST HIGH SCHOOL BOMOTOKE,078780006,mission
331401101,Preschool,South,moyamba district council,14,MALLORY JANSEN PRE-PRIMARY SCHOOL NGOLALA,079882766,private
331401201,Primary,South,moyamba district council,14,NAMYA ISLAMIC PRIMARY SCHOOL GBOYAMA,73795132,mission
331401203,Primary,South,moyamba district council,14,UNITED BRETHREN IN CHRIST PRIMARY SCHOOL JENENGA,78180325,community
331401204,Primary,South,moyamba district council,14,FORUM FOR AFRICAN WOMEN EDUCATIONALIST PRIMARY SCHOOL KPEJEBU,076202120,other
331401205,Primary,South,moyamba district council,14,UNITED METHODIST CHURCH PRIMARY LUKIA,078634516,mission
331401206,Primary,South,moyamba district council,14,MOYAMBA DISTRICT CIUNCIL SCHOOL PRIMARY MONGONBAY MOGONBAY,078839364,government
331401207,Primary,South,moyamba district council,14,PRAISE THE LIVING GOD PRIMARY SCHOOL MOKELLEH,78733681,mission
331401208,Primary,South,moyamba district council,14,UNITED BRETHREN IN CHRIST PRIMARY SCHOOL MOKELLEH,76591069,mission
331401209,Primary,South,moyamba district council,14,UNITED BRETHREN IN CHRIST PRIMARY MOKPANDI,76688014,mission
331401210,Primary,South,moyamba district council,14,MALLORY JANSEN MEMORIAL SCHOOL MOKPANGUMB A,078167392,private
331401211,Primary,South,moyamba district council,14,FORUM FOR AFRICA WOMEN EDUCATIONALIST MOMBAWA MOMBAWA,76634846,mission
331401212,Primary,South,moyamba district council,14,FORUM FOR AFRICA WOMEN EDUCATIONALIST PRIMARY SCHOOL MONDOKOR,078398569,other
331401213,Primary,South,moyamba district council,14,MOYAMBA DISTRICT EDUCATION COMMITTEE PRIMARY MONGEREWO,078302533,government
331401214,Primary,South,moyamba district council,14,UNITED BRETHREN IN CHRIST PRIMARY MOSSAPOR,076587897,mission
331401215,Primary,South,moyamba district council,14,MALLORY JANSEN MEMORIAL PRIMARY SCHOOL NGOLALA,79509297,private
331401216,Primary,South,moyamba district council,14,NEW HARVEST MINISTRY PRIMARY SCHOOL NGUALA BEAH,76347091,community
331401217,Primary,South,moyamba district council,14,FORUM FOR AFRICA WOMEN EDUCATIONALIST PRIMARY SCHOOL VAAMA,076567608,mission
331401222,Primary,South,moyamba district council,14,KANKAYLAY ISLAMIC PRIMARY SCHOOL NGOLALA BONGEH,076618245,mission
331401223,Primary,South,moyamba district council,14,KANKALAY ISLAMIC PRIMARY SCHOOL MATINGA,076917350,mission
331401301,JSS,South,moyamba district council,14,JOYE JOMBLA GOV. SEC. SCH. GONDAMA,078404866,government
331401302,JSS,South,moyamba district council,14,MALLORY JANSEN MEM. J.S.S. NGOLALA,079051792,private
331401303,JSS,South,moyamba district council,14,KANKAYLAY ISLAMIC JUNIOR SECONDARY SCHOOL MOTINGA 076917350/030 42,None,mission
331401401,SSS,South,moyamba district council,14,MALLORY JANSEN MEMORIAL SENIOR SECONDARY SCHOOL NGOLALA,76787806,private
340101101,Preschool,South,pujehun district council,1,MUSHAWA PRE-SCHOOL POTORU,078439547,private
340101201,Primary,South,pujehun district council,1,HILL TOP- PRIMARY SCHOOL BEVEHUN,078733833,mission
340101202,Primary,South,pujehun district council,1,ISLAMIC CALL SOCIETY PRIMARY SCHOOL KUNDOWAHUN,76343221,mission
340101203,Primary,South,pujehun district council,1,NATIONAL ISLAMIC PRIMARY MAPOIMA,78956546,mission
340101204,Primary,South,pujehun district council,1,PUJEHUN DISTRICT COUNCIL PRIMARY NYEYAMA,78877913,community
340101205,Primary,South,pujehun district council,1,NEW LIFE CHRISTIAN PRIMARY SCHOOL POTORU,76523678,mission
340101206,Primary,South,pujehun district council,1,PUJEHUN DISTRICT COUNCIL PRIMARY SCHOOL POTORU,76855609,government
340101207,Primary,South,pujehun district council,1,ROMAN CATHOLIC PRIMARY SCHOOL POTORU,76508585,community
340101208,Primary,South,pujehun district council,1,SAADIA NATIONAL PRIMARY SCHOOL POTORU,76531764,mission
340101209,Primary,South,pujehun district council,1,PUJEHUN DISTRICT COUNCIL SCHOOL TAMBEYAMA,76719367,mission
340101210,Primary,South,pujehun district council,1,ISLAMIC CALL SOCIETY PRIMARY WOKOYA,77904868,mission
340101301,JSS,South,pujehun district council,1,ISLAMIC CALL SOCIETY JUNIOR SECONDARY SCHOOL KUNDOWAHUN 076795327/030 81,None,mission
340101302,JSS,South,pujehun district council,1,BARRI ISLAMIC JUNIOR SECONDARY SCHOOL POTORU 079929738/088 94,None,mission
340101401,SSS,South,pujehun district council,1,BARRI ISLAMIC SENIOR SECONDARY SCHOOL POTORU,76929738,mission
340102201,Primary,South,pujehun district council,1,PUJEHUN DISTRICT COUNCIL PRIMARY BUSSU,78932343,government
340102202,Primary,South,pujehun district council,1,ROMAN CATHOLIC PRIMARY GOMBU,79565392,mission
340102203,Primary,South,pujehun district council,1,PUJEHUN DISTRICT COUNCIL PRIMARY KABAMA,76206190,community
340102204,Primary,South,pujehun district council,1,AHMADIYYA MUSLIM PRIMARY SCHOOL KONIA BARRI,76422989,mission
340102205,Primary,South,pujehun district council,1,AL-QUDUS ISLMIC PRIMARY SCHOOL NYANIAHUN,78696316,mission
340102206,Primary,South,pujehun district council,1,NATIONAL ISLAMIC PRIMARY SAHUN,78905468,mission
340102207,Primary,South,pujehun district council,1,ISLAMIC CALL SOCIETY PRIMARY SERABU,78453797,community
340102208,Primary,South,pujehun district council,1,ROMAN CATHOLIC PRIMARY SCHOOL WAIMA,76502562,mission
340102209,Primary,South,pujehun district council,1,ROMAN CATHOLIC PRIMARY SCHOOL VAAMA,078694731,mission
340103201,Primary,South,pujehun district council,1,PUJEHUN DISTRICT COUNCIL PRIMARY BADASUMA,76287523,government
340103202,Primary,South,pujehun district council,1,PUJEHUN DISTRICT COUNCIL BAMBAKOR,79766524,government
340103203,Primary,South,pujehun district council,1,NATIONAL ISLAMIC MUSLIM PRIMARY BATOMA,76471578,mission
340103204,Primary,South,pujehun district council,1,PUJEHUN DISTRICT COUNCIL PRIMARY SCHOOL DIA,76649744,government
340103205,Primary,South,pujehun district council,1,NATIONAL ISLAMIC PRIMARY GRIMA,76422894,mission
340103206,Primary,South,pujehun district council,1,AL-FATTAH ISLAMIC PRIMARY PRIMARY KOUMA,76755399,mission
340103207,Primary,South,pujehun district council,1,ROMAN CATHOLIC PRIMARY SCHOOL MANO DAKONA,76252569,mission
340103208,Primary,South,pujehun district council,1,PUJEHUN DISTRICT COUNCIL PRIMARY SCHOOL MOALA,76567666,government
340103209,Primary,South,pujehun district council,1,ISLAMIC CALL SOCIETY PRIMARY NDEDEGAHUN,78872368,mission
340103210,Primary,South,pujehun district council,1,SIERRA LEONE CHURCH PRIMARY NGEIYAWAMEI,76489364,mission
340103211,Primary,South,pujehun district council,1,AHMADIYYA MUSLIM PRIMARY NJALA BARRI,079157413,mission
340103213,Primary,South,pujehun district council,1,ROMAN CATHOLIC PRIMARY NJALUAHUN,76837854,mission
340103214,Primary,South,pujehun district council,1,PUJEHUN DISTRICTR COUNCIL PRIMARY SCHOOL NJEWOMA,76699167,government
340103215,Primary,South,pujehun district council,1,PUJEHUN DISTRICT COUNCIL PRIMARY SEMBEHUN DAKONA,78753338,government
340103216,Primary,South,pujehun district council,1,PUJEHUN DISTRICT COUNCIL PRIMARY TANINAHUN,78377604,government
340201201,Primary,South,pujehun district council,2,SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL BANDAMA,079145948,mission
340201202,Primary,South,pujehun district council,2,ISLAMIC CALL SOCIETY PRIMARY BLAMA MASSAQUOI,78652688,mission
340201203,Primary,South,pujehun district council,2,SAINT GEORGE'S ROMAN CATHOLIC PRIMARY BLAMA MASSAQUOI,78912838,mission
340201205,Primary,South,pujehun district council,2,SIERRA LEONE CHURCH PRIMARY SCHOOL FOINDU,76704270,mission
340201206,Primary,South,pujehun district council,2,SAINT ANTHONY'S ROMAN CATHOLIC PRIMARY KOWAMA,76834799,mission
340201207,Primary,South,pujehun district council,2,SIERRA LEONE CHURCH PRIMARY SCHOOL MAKORMA,76860431,mission
340201208,Primary,South,pujehun district council,2,UNITED MUSLIM ASSOCIATION PRIMARY NYEYAMA,76282387,mission
340201209,Primary,South,pujehun district council,2,ST. ANTHONY'S ROMAN CATHOLIC PRIMARY SCHOOL SARGUEHUN,78446228,mission
340201210,Primary,South,pujehun district council,2,SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL VAAHUN,079767495,mission
340201301,JSS,South,pujehun district council,2,GAPEFU VOCATIONAL JUNIOR SECONDARY SCHOOL BLAMA MASSAQUOI,076861085,community
340202202,Primary,South,pujehun district council,2,SAINT PETER'S ROMAN CATHOLIC PRIMARY BUMPEH,078271298,mission
340202203,Primary,South,pujehun district council,2,ST. STEPHEN'S ROMAN CATHOLIC PRIMARY FONIKOH,78054156,mission
340202205,Primary,South,pujehun district council,2,NATIONAL ISLAMIC PRIMARY KONIA,76278092,mission
340202206,Primary,South,pujehun district council,2,PUJEHUN DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL KOWUBU,079765623,community
340202207,Primary,South,pujehun district council,2,SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY KPASAMBO,078176243,mission
340202208,Primary,South,pujehun district council,2,NATIONAL ISLAMIC PRIMARY SCHOOL KPOWUBU,None,mission
340202209,Primary,South,pujehun district council,2,NATIONAL ISLAMIC PRIMARY LIANGAY,78109649,mission
340202210,Primary,South,pujehun district council,2,SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL NGONGO,78480511,mission
340202211,Primary,South,pujehun district council,2,SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SENEHUN,76636301,mission
340202212,Primary,South,pujehun district council,2,SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL TOSSOR,078982851,mission
340202213,Primary,South,pujehun district council,2,PUJEHUN DISTRICT COUNCIL PRIMARY SCHOOL FAYAMA,078528474,community
340202214,Primary,South,pujehun district council,2,NATIONAL ISLAMIC PRI SCH,None,mission
340202301,JSS,South,pujehun district council,2,GALINAS PERRI J.S.S. BUMPEH,076757059,government
340203201,Primary,South,pujehun district council,2,ISLAMIC CALL SOCIETY PRIMARY SCHOOL BAOMA,78163872,mission
340203202,Primary,South,pujehun district council,2,PUJEHUN DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL BOMU,78824565,government
340203203,Primary,South,pujehun district council,2,PUJEHUN DISTRICT COUNCIL PRIMARY SCHOOL BO-PERRI,76729917,government
340203204,Primary,South,pujehun district council,2,ANSARUL ISLAMIC PRIMARY BOPON,78043376,mission
340203205,Primary,South,pujehun district council,2,AHMADIYYA MUSLIM PRIMARY SCHOOL FUNYEHUN,76909938,mission
340203207,Primary,South,pujehun district council,2,SIERRA LEONE MUSLIM BROTHERHOOD KANKAYAMA,76676523,mission
340203208,Primary,South,pujehun district council,2,ANSARUL ISLAMIC PRIMARY KPETEMA,78335248,mission
340203209,Primary,South,pujehun district council,2,SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL MAMBO,78420245,mission
340203210,Primary,South,pujehun district council,2,NATIONAL ISLAMIC PRIMARY SCHOOL MATEGBEMA,079340550,mission
340203212,Primary,South,pujehun district council,2,NATIONAL ISLAMIC PRIMARY SCHOOL NGOLAHUN,79340550,mission
340203213,Primary,South,pujehun district council,2,SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY NJALA,79663907,mission
340203214,Primary,South,pujehun district council,2,ROMAN CATHOLIC PRIMARY SAAMA,79427722,mission
340203215,Primary,South,pujehun district council,2,SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SUAWOH,079259941,mission
340203216,Primary,South,pujehun district council,2,PUJEHUN DISTRICT COUNCIL PRIMARY SCHOOL TEIKPAI,None,government
340203217,Primary,South,pujehun district council,2,ISLAMIC CALL SOCIETY GENDEMA WOI,076842455,community
340203218,Primary,South,pujehun district council,2,ISLAMIC CALL SOCIETY PRIMARY NGAJUBAOMA MISSIBU,079737679,mission
340203219,Primary,South,pujehun district council,2,SAINT EDWARDS ROMAN CATHOLIC PRI,None,mission
340301102,Preschool,South,pujehun district council,3,FORUM FOR AFRICA WOMEN EDUCATIONALIST PRE-SCHOOL MASSAM- KPAKA,76903509,government
340301201,Primary,South,pujehun district council,3,NATIONAL ISLAMIC PRIMARY SCHOOL BELEBU,099656909,mission
340301202,Primary,South,pujehun district council,3,NATIONAL ISLAMIC MISSION PRIMARY SCHOOL GOLAN,030432703,mission
340301203,Primary,South,pujehun district council,3,ANSARUL ISLAMIC PRIMARYU SCHOOL GRIEMA,76242193,mission
340301204,Primary,South,pujehun district council,3,KOINDU COMMUNITY PRIMARY SCHOOL KOINDU,099063444,community
340301206,Primary,South,pujehun district council,3,SIERRA LEONE UNITED MUSLIM PRIMARY SCHOOL LOTTU,079959830,mission
340301207,Primary,South,pujehun district council,3,ANSARUL ISLAMIC PRIMARY SCHOOL MASSAM- KPAKA,079891770,mission
340301208,Primary,South,pujehun district council,3,SIERRA LEONE CHURCH PRIMARY SCHOOL MASSAM - KPAKA,078706990,mission
340301209,Primary,South,pujehun district council,3,SIERRA LEONE CHURCH PRIMARY SCHOOL MATPEMA,078284144,mission
340301210,Primary,South,pujehun district council,3,PUJEHUN DISTRICT COUNCIL PRIMARY SCHOOL NIAHUN,078724526,government
340301211,Primary,South,pujehun district council,3,SIERRA LEONE CHURCH PRIMARY SCHOOL SAHUN,76483731,mission
340301212,Primary,South,pujehun district council,3,COMMUNITY PRIMARY SCHOOL SEMABU,030736211,community
340301213,Primary,South,pujehun district council,3,PUJEHUN DISTRICT COUNCIL PRIMARY SCHOOL SUAKO,078746985,government
340301214,Primary,South,pujehun district council,3,ANSARUL ISLAMIC PRIMARY SUMBUYA,76454331,mission
340301215,Primary,South,pujehun district council,3,COMMUNITY PRIMARY SCHOOL FAINDA,079445140,community
340301216,Primary,South,pujehun district council,3,COMMUNITY PRIMARY SCHOOL,078268328,community
340301301,JSS,South,pujehun district council,3,GOVERNMENT JUNIOR SECONDARY SCHOOL MASSAM- KPAKA,078268657,government
340401202,Primary,South,pujehun district council,4,AL-QUDUS ISLAMIC PRIMARY SCHOOL GBAA,077951454,mission
340401203,Primary,South,pujehun district council,4,AL-FATTAH ISLAMIC PRIMARY SCHOOL NDOMBU,079794971,mission
340401204,Primary,South,pujehun district council,4,NATIONAL ISLAMIC MISSION PRIMARY PEWA,078642340,mission
340401205,Primary,South,pujehun district council,4,NATIONAL ISLAMIC PRIMARY VAAMA KORTU,078845161,mission
340401206,Primary,South,pujehun district council,4,AHMADIYYA MUSLIM PRIMARY SCHOOL ZIMMI,076562563,mission
340401207,Primary,South,pujehun district council,4,AL-QUDUS ISLAMIC PRIMARY ZIMMI,76423136,mission
340401208,Primary,South,pujehun district council,4,BADRU DEEN ISLAMIC ORGANIZATION ZIMMI,088925002,mission
340401209,Primary,South,pujehun district council,4,PUJEHUN DISTRICT COUNCIL PRIMARY ZIMMI,76496091,government
340401210,Primary,South,pujehun district council,4,ROMAN CATHOLIC PRIMARY SCHOOL ZIMMI,76998742,mission
340401211,Primary,South,pujehun district council,4,SIERRA LEONE CHURCH PRIMARY SCHOOL ZIMMI,030284843,mission
340401212,Primary,South,pujehun district council,4,SIERRA LEONE UNITED ISALMIC MISSION PRIMARY ZIMMI MAKPELE,077768432,community
340401301,JSS,South,pujehun district council,4,ZIMMI JUNIOR SECONDARY SCHOOL ZIMMI 076957568/099 81,None,mission
340401302,JSS,South,pujehun district council,4,AHMADIYYA MUSLIM JUNIOR SECONDARY SCHOOL ZIMMI,076876158,mission
340401401,SSS,South,pujehun district council,4,ZIMMI SENIOR SECONDARY SCHOOL ZIMMI,076957568,mission
340402201,Primary,South,pujehun district council,4,AHMADIYYA MUSLIM PRIMARY DARE-SALAM,79350571,mission
340402202,Primary,South,pujehun district council,4,NATIONAL ISLAMIC PRIMARY SCHOOL DUMANGBE,076152710,mission
340402203,Primary,South,pujehun district council,4,AHMADIYYA MUSLIM PRIMARY SCHOOL GBAA,076734456,mission
340402204,Primary,South,pujehun district council,4,PUJEHUN DISTRICT COUNCIL PRIMARY GBAHAMA,78089965,government
340402205,Primary,South,pujehun district council,4,AHMADIYYA MUSLIM PRIMARY SCHOOL GISSIWULO,076523850,mission
340402206,Primary,South,pujehun district council,4,AL-QUDUS ISLAMIC PRIMARY SCHOOL GISSIWULO,076425117,mission
340402207,Primary,South,pujehun district council,4,AL-QUDUS ISLAMIC PRIMARY GOFOR,030994106,mission
340402208,Primary,South,pujehun district council,4,ROMAN CATHOLIC PRIMARY SCHOOL GOFOR,78725187,mission
340402209,Primary,South,pujehun district council,4,NATIONAL ISLAMIC PRIMARY TOKORMA,76703078,mission
340402210,Primary,South,pujehun district council,4,SIERRA LEONE UNITED ISLAMIC MISSION TUASU,76938061,mission
340402211,Primary,South,pujehun district council,4,AL-QUDUS ISLAMIC PRIMARY SCHOOL NJALUAHUN,076632683,mission
340501201,Primary,South,pujehun district council,5,UNITED METHODIST CHURCH PRIMARY SCHOOL BENDU,030606350,government
340501203,Primary,South,pujehun district council,5,ST. PATRICK'S ROMAN CATHOLIC PRIMARY SCHOOL JAO,099270961,mission
340501204,Primary,South,pujehun district council,5,NATIONAL ISLAMIC PRIMARY SCHOOL GBOYAMA,030359572,mission
340501205,Primary,South,pujehun district council,5,A C B C PRIMARY SCHOOL LIBBY,030858315,mission
