emis_num,level,region,council,chfdom,school_name,town_name,phone,owner
410307104,Preschool,West,western area rural district council,3,Christ The King Pre-Primary School,Tombo,77982726,private
410307105,Preschool,West,western area rural district council,3,Redemption Nursery Scjhool,Waterloo,088400510,community
410307106,Preschool,West,western area rural district council,3,Liberty Preparatory School Aka Kabbia International,Russel,077790417,private
410307202,Primary,West,western area rural district council,3,St. Peter The Fisherman Catholic Primary School,Tombo,088614718,mission
410307203,Primary,West,western area rural district council,3,Evangelical Model Primary School,Kassie,030225215,mission
410307204,Primary,West,western area rural district council,3,Khufalai Rashiden Islamic Primary School,Kassie/Tombo,078332876,mission
410307205,Primary,West,western area rural district council,3,Rural Education Committee Primary School,Russel,030425690,government
410307207,Primary,West,western area rural district council,3,Amfaj Pre-Primary School,Tombo,077441508,community
410307208,Primary,West,western area rural district council,3,King Of Knigs Primary School,Tombo,076936686,mission
410307209,Primary,West,western area rural district council,3,Model Baptist Primary School,Tombo,077371891,private
410307210,Primary,West,western area rural district council,3,Rural Education Committee Primary School,Tombo,076903669,government
410307211,Primary,West,western area rural district council,3,Rural Education Committee Primary School,Tombo,077230713,government
410307212,Primary,West,western area rural district council,3,Tombo Progressive Primary School,Tombo,77669754,private
410307213,Primary,West,western area rural district council,3,Unimark Primary School,Waterloo,077413934,community
410307214,Primary,West,western area rural district council,3,Alpha Omega,Madina Tombo,077255467,private
410307215,Primary,West,western area rural district council,3,R E C Primary School,Sattia/Tissana,076937352,government
410307216,Primary,West,western area rural district council,3,Redemption Primary School,Waterloo,088463710,community
410307217,Primary,West,western area rural district council,3,Kassie Community Kasie,Tombo,088353018,government
410307218,Primary,West,western area rural district council,3,Jessie Academy Pre/Primary School,null,099712311,mission
410307219,Primary,West,western area rural district council,3,Kerry Town Primary School,Waterloo,077730837,community
410307301,JSS,West,western area rural district council,3,Tombo Secondary Junior Secondary,Tombo,76820757,community
410307302,JSS,West,western area rural district council,3,St Peter The Fisherman Catholic Junior Secondary School,Tombo,076900822,mission
410307303,JSS,West,western area rural district council,3,Russell Technical Junior Secondary School,Waterloo,076661575,community
410307304,JSS,West,western area rural district council,3,Saint Paul'S Evangelical Model High School,null,088385362,mission
410307402,SSS,West,western area rural district council,3,Tombo Secondary School,Tombo,76820757,mission
410308105,Preschool,West,western area rural district council,3,St. Raphael Pre-Primary School,Waterloo,77871027,mission
410308106,Preschool,West,western area rural district council,3,Victor Pre-Primary School,Waterloo,33256332,mission
410308107,Preschool,West,western area rural district council,3,God'S Change Daycare Pre-Primary School,Waterloo,079803037,private
410308109,Preschool,West,western area rural district council,3,Bread Of Life Model Pre School William Street,Waterloo,None,mission
410308201,Primary,West,western area rural district council,3,Rural Education Committee Infant,Bassa Town,76570808,government
410308202,Primary,West,western area rural district council,3,Bread Of Life Moedl Primary School,Waterloo,77207554,mission
410308206,Primary,West,western area rural district council,3,New Life Christian Preparatory School,Waterloo,76715815,private
410308207,Primary,West,western area rural district council,3,St. Raphael'S Primary School,Waterloo,076993399,mission
410308208,Primary,West,western area rural district council,3,Victory Primary School,Waterloo,076712889,government
410308209,Primary,West,western area rural district council,3,Bread Of Life Model Primary School,Waterloo,None,mission
410308304,JSS,West,western area rural district council,3,Victory Junior Secondary School,Waterloo,None,private
410308305,JSS,West,western area rural district council,3,Rural Academy Junior Secondary School,Bassa Town,088218690,community
410308306,JSS,West,western area rural district council,3,Dalton Spaine Young Memorial Junior Sec Sch,null,None,private
410309104,Preschool,West,western area rural district council,3,Beacon Of Hope Pre-Primary School,null,088830585,mission
410309105,Preschool,West,western area rural district council,3,Roman Catholic Pre-Primary School,Macdonald,077400966,mission
410309202,Primary,West,western area rural district council,3,Frank And Faye Clake Primary School Cole Town,Waterloo,025250048,community
410309203,Primary,West,western area rural district council,3,Peace Assembly Primary School,Lumpa,077819456,mission
410309204,Primary,West,western area rural district council,3,Sierra Leone Muslim Brotherhood Primary School,Lumpa Waterloo,077211765,mission
410309206,Primary,West,western area rural district council,3,Evengel Baptist Model Primary School,Waterloo,78038604,mission
410309207,Primary,West,western area rural district council,3,Kankaylay Islamic Infant Primary School,Waterloo,77227500,mission
410309208,Primary,West,western area rural district council,3,Kankaylay Islamic Primary,Waterloo,076635876,mission
410309210,Primary,West,western area rural district council,3,Mohanad Jondy Islamic Primary School,Kissi Town,88770351,mission
410309212,Primary,West,western area rural district council,3,Prince Of Peace,null,077799125,private
410309213,Primary,West,western area rural district council,3,Community Primary School,Bolima,088324241,community
410309215,Primary,West,western area rural district council,3,Ansarul Islamic Pri Sch,null,None,mission
410309302,JSS,West,western area rural district council,3,Anthem Of Africa Junior Secondary School,Bolima,077431004,mission
410309303,JSS,West,western area rural district council,3,Kankalay Islamic Junior Secondary School,Lumpa,088398456,community
410309305,JSS,West,western area rural district council,3,Ansarul Islamic Secondary School,Waterloo,077790378,mission
410309306,JSS,West,western area rural district council,3,Bolima Junior Secondary School,Bolima,None,community
410309308,JSS,West,western area rural district council,3,Evangel Baptist Secondary School,Cole Town,076869284,mission
410309309,JSS,West,western area rural district council,3,Omega International Academy,null,079040924,mission
410309311,JSS,West,western area rural district council,3,United Islamic Junior Secondary School,Morabie,088907448,private
410309313,JSS,West,western area rural district council,3,Salvation Junior Secondary School,Morabie,088228513,mission
410309314,JSS,West,western area rural district council,3,Dr. Brain M. Albrecht Community High School,Kissy Town,077555968,community
410309402,SSS,West,western area rural district council,3,Kankaylay Islamic S.S.S.,Waterloo,76133862,community
410309405,SSS,West,western area rural district council,3,Evangelical Baptist Senior Secondary School,Cole Town,076869284,mission
410401101,Preschool,West,western area rural district council,4,Alpha Pre-Primary School,Goderich,76869319,private
410401102,Preschool,West,western area rural district council,4,El-Shadai Nursery Pre-Paratory,Goderich,79964648,private
410401103,Preschool,West,western area rural district council,4,New Community Billineual School,Goderich,None,private
410401104,Preschool,West,western area rural district council,4,Dora Nursery,Goderich,088920988,private
410401105,Preschool,West,western area rural district council,4,Goderich Pre-Primary School,Goderich,30230916,private
410401106,Preschool,West,western area rural district council,4,Mallory Jansen Pre-Primary School,Goderich,76205108,mission
410401107,Preschool,West,western area rural district council,4,British International School And Montessori,null,076567509,private
410401109,Preschool,West,western area rural district council,4,Gethsemane Praise Academy,null,079587877,private
410401203,Primary,West,western area rural district council,4,Dora Primary School,Goderich,088920988,private
410401205,Primary,West,western area rural district council,4,Forum For Africa Women Educationalist Community Primary School,Goderich,76878376,community
410401212,Primary,West,western area rural district council,4,New Communty Bilingual,null,None,private
410401214,Primary,West,western area rural district council,4,Rural Education Committee Primary,Goderich,088137267,government
410401215,Primary,West,western area rural district council,4,Mallory Jansen Primary,Goderich,076205108,mission
410401216,Primary,West,western area rural district council,4,Alpha Primary,Goderich,None,private
410401218,Primary,West,western area rural district council,4,Diamond Child Arts And Culture Primary,Goderich,077565991,private
410401219,Primary,West,western area rural district council,4,El-Shadai Nursery And Preparatory,Goderich,077689286,private
410401220,Primary,West,western area rural district council,4,Goderich Nursery Preparatory,null,030230916,private
410401301,JSS,West,western area rural district council,4,Sierra Leone Young People Engingering Appentice Fundatuon,null,088864471,private
410402101,Preschool,West,western area rural district council,4,Christ Community Nursery And Pre- Paratory,Goderich,88182141,private
410402102,Preschool,West,western area rural district council,4,Living Word Of Faith Nursery And Preparatory,Goderich,079958627,mission
410402103,Preschool,West,western area rural district council,4,Dauzan Nursery And Preparatory School,Goderich,76633924,private
410402108,Preschool,West,western area rural district council,4,God'S Will Nursery And Preparatory School,Fonima,076929995,private
410402109,Preschool,West,western area rural district council,4,Lakka Community Nursery And Pre- School,Lakka Village,030445099,community
410402202,Primary,West,western area rural district council,4,Children For Christ Ministry Primary,Goderich,77311241,private
410402207,Primary,West,western area rural district council,4,Living Word Of Fath Nursery And Preparatory,Goderich,079958627,mission
410402210,Primary,West,western area rural district council,4,John Toma Nursery And Preparatory,Goderich,077536839,private
410402211,Primary,West,western area rural district council,4,Kankalay Islamic Primary,Goderich,None,mission
410402212,Primary,West,western area rural district council,4,Dauzen Nursery And Preparatory,Goderich,076633924,private
410402213,Primary,West,western area rural district council,4,Nibatt 13 Community Primary,Goderich,076674298,mission
410402215,Primary,West,western area rural district council,4,Agibbs Nursery School,Marjay Town,076630263,private
410402216,Primary,West,western area rural district council,4,Alfamattia Nursery & Preparatory School,Femi Turner,076581662,private
410402217,Primary,West,western area rural district council,4,Cambridge International Academy,Gbendembu Village,076366654,private
410402218,Primary,West,western area rural district council,4,Naiahcom Nursery And Elementary School,Goderich,077463841,private
410402219,Primary,West,western area rural district council,4,Christ Community Preparatory School,Goderich,088182141,private
410402220,Primary,West,western area rural district council,4,Lakka Community Nurser And Preparatory School,Lakka Village,030445099,community
410402304,JSS,West,western area rural district council,4,Naiahcom High School,Goderich,078342026,private
410402305,JSS,West,western area rural district council,4,John Toma Junior Academy,Goderich,088083011,private
410402401,SSS,West,western area rural district council,4,Naiahcom High School,Goderich,78311647,private
410402402,SSS,West,western area rural district council,4,Johntoma Senior Academy,York,088083011,private
410403101,Preschool,West,western area rural district council,4,Bernis Pre-Paratory School,Goderich,76822445,private
410403102,Preschool,West,western area rural district council,4,Borbor Pain Charity School Of Hope,Goderich,076698979,private
410403103,Preschool,West,western area rural district council,4,Children Of Purpose Preparatory,Goderich,76663435,private
410403107,Preschool,West,western area rural district council,4,The Apostolic And Pre-Primary School,Goderich,78399051,mission
410403108,Preschool,West,western area rural district council,4,Wiliams Memorial Pre-Primary School,Goderich,078791798,private
410403109,Preschool,West,western area rural district council,4,Agape Prep School,Adonkia,79051314,mission
410403110,Preschool,West,western area rural district council,4,Shalom Nursery And Preparatory School,Gbendembu,76229338,private
410403111,Preschool,West,western area rural district council,4,Agape Preparatory School,Goderich,077552816,mission
410403112,Preschool,West,western area rural district council,4,Deikon Preparatory School,Goderich,030323894,private
410403113,Preschool,West,western area rural district council,4,El-Bethel Academy,Goderich,088436057,private
410403115,Preschool,West,western area rural district council,4,Gladlyn Preparatory School,Goderich,077770534,private
410403117,Preschool,West,western area rural district council,4,National Pentecostal Pre-Primary School,Goderich,76824739,mission
410403118,Preschool,West,western area rural district council,4,Neufylle Christian Academy,Goderich,077341702,private
410403119,Preschool,West,western area rural district council,4,Tom Faith Nursery Preparatory School,Goderich,77480529,private
410403121,Preschool,West,western area rural district council,4,Tower Charistian Center Pre-Academy,Bango Farm Adonkia,088848873,mission
410403122,Preschool,West,western area rural district council,4,Sarah Modern Pre-Sch.,Freetown,076364612,private
410403123,Preschool,West,western area rural district council,4,Divine Grace Day-Care And Pre-Sch.,Adonkia,030207149,private
410403124,Preschool,West,western area rural district council,4,Sarah Modern Pre-Sch.,Angola Town,077383227,private
410403126,Preschool,West,western area rural district council,4,Baptist Nursery,Goderich,088949906,mission
410403127,Preschool,West,western area rural district council,4,Jeff Bulanda International Academy,Angola Town Off Peninsula,088399635,private
410403128,Preschool,West,western area rural district council,4,Licewill Nursery School,Goderich,79366886,private
410403130,Preschool,West,western area rural district council,4,Umc Pre Primary School,Goderich,076706190,mission
410403131,Preschool,West,western area rural district council,4,Joy Internastional Academy,null,None,private
410403132,Preschool,West,western area rural district council,4,Rura Education Committee School,Freetown,088620203,government
410403202,Primary,West,western area rural district council,4,Dilkon Primary School,Goderich,076214658,private
410403203,Primary,West,western area rural district council,4,Agape Primary School,Goderich,None,mission
410403206,Primary,West,western area rural district council,4,Borbor Pain Charity School Of Hope,Goderich,76698979,other
410403208,Primary,West,western area rural district council,4,Children Of Purpose Primary School,Goderich,076663435,private
410403211,Primary,West,western area rural district council,4,Gethsemane Praise Academy,Goderich,079587877,private
410403212,Primary,West,western area rural district council,4,Gladlym Preparatory School,Goderich,077770534,private
410403213,Primary,West,western area rural district council,4,Huntingdom Primary School,Goderich,076552847,mission
410403215,Primary,West,western area rural district council,4,Nasrudeen Islamic Primary School,Goderich,88850242,community
410403216,Primary,West,western area rural district council,4,National Pentecostal Primary School,Goderich,076824739,mission
410403220,Primary,West,western area rural district council,4,The Apostolic Nursery And Primary School,Goderich,78399051,mission
410403221,Primary,West,western area rural district council,4,Tom Faith Nursery And Preparatory,Goderich,077480529,private
410403223,Primary,West,western area rural district council,4,Rural Education Committee Primary,Ogoo Farm,077648352,government
410403224,Primary,West,western area rural district council,4,Agape Primary School,null,079051314,mission
410403225,Primary,West,western area rural district council,4,Tower Chrisyian Centre Academy Bango Farm,Adonkia,088848873,mission
410403226,Primary,West,western area rural district council,4,Shalom Primary,Goderich,099829393,private
410403228,Primary,West,western area rural district council,4,Baptist Primary,Goderich,077987075,mission
410403229,Primary,West,western area rural district council,4,Williams Memorial Primary,Goderich,088988207,community
410403233,Primary,West,western area rural district council,4,Gethsemane Praise Academy,Goderich,078061994,private
410403235,Primary,West,western area rural district council,4,Neufville Christiana Academy,Goderich,077341702,private
410403237,Primary,West,western area rural district council,4,Gladym Preparatory,Goderich,077770534,private
410403238,Primary,West,western area rural district council,4,Chambers Rcc School Gbenembu,Goderich,076933540,government
410403240,Primary,West,western area rural district council,4,Ahmadiya Muslim Primary,Goderich,076587505,mission
410403242,Primary,West,western area rural district council,4,Sarah Modern Preparatory School,Angola Town,088731416,private
410403243,Primary,West,western area rural district council,4,Divine Grace Primary School,Adonkia,030207149,private
410403244,Primary,West,western area rural district council,4,Rural Education Committee School,Freetown,088620203,government
410403245,Primary,West,western area rural district council,4,U.M.C Primary School,null,076706190,mission
410403247,Primary,West,western area rural district council,4,Sierra Leone Young People Engingering Apprentice Foundation,Goderich,076175118,private
410403249,Primary,West,western area rural district council,4,Jeff Bulanda International Academy,null,088399635,private
410403301,JSS,West,western area rural district council,4,Lady Patricia Kabba Memorial Secondary School,Goderich,None,other
410403302,JSS,West,western area rural district council,4,Susan Memorial Shalom Junior Sec. Sch.,Goderich,077633000,private
410403303,JSS,West,western area rural district council,4,Gethsemane Praise Junior Secondary School,Goderich,079437304,private
410403304,JSS,West,western area rural district council,4,Agape Junior Academy International Sch.,Goderich,079051314,mission
410403305,JSS,West,western area rural district council,4,Abie International Junior Sec. Sch.,null,099414628,private
410403306,JSS,West,western area rural district council,4,Ahmadiyya Muslim Junior Sec. Sch.,Goderich,076622825,mission
410403307,JSS,West,western area rural district council,4,Lincoln High School,Goderich,088123257,mission
410403308,JSS,West,western area rural district council,4,Grace International School,Goderich,076663435,private
410403309,JSS,West,western area rural district council,4,Bishop Jane Middleton High School,Goderich,076779169,mission
410403310,JSS,West,western area rural district council,4,Agape Junior Sec. Sch.,Goderich,077552816,mission
410403311,JSS,West,western area rural district council,4,Neurville Christian Academy,Goderich,077341702,private
410403313,JSS,West,western area rural district council,4,Huntingdom Secondary School,Goderich,030274861,private
410403401,SSS,West,western area rural district council,4,Agape Senior Academy,Goderich,79051314,mission
410403402,SSS,West,western area rural district council,4,Abie International S.S.S.,Goderich,099414628,private
410403403,SSS,West,western area rural district council,4,Grace International S.S.S.,Goderich,76663435,private
410403404,SSS,West,western area rural district council,4,Lincoln High School,Goderich,088123257,mission
410403405,SSS,West,western area rural district council,4,Neufville Christian Academy S.S.S,Goderich,077341702,private
410403406,SSS,West,western area rural district council,4,Agape Senior Academy,Goderich,077552816,mission
410403407,SSS,West,western area rural district council,4,Bishop Jane Middleton High,Rural,076779169,mission
410404102,Preschool,West,western area rural district council,4,St. Catherine Pre-School,Lakka,76615520,mission
410404103,Preschool,West,western area rural district council,4,null,New Life Ogoo Farm,088774348,mission
410404104,Preschool,West,western area rural district council,4,Livingway Preparatory School,Adonkia,030545180,private
410404105,Preschool,West,western area rural district council,4,Christ The King Pre-Primary School,Bawbaw,88428048,mission
410404106,Preschool,West,western area rural district council,4,Wamagriso Community Pre- Primary,Mambo,076500664,community
410404107,Preschool,West,western area rural district council,4,Sulpon Community Preparatory School,Mile 13,030737114,community
410404108,Preschool,West,western area rural district council,4,Rural Education Committee,Sussex,088649865,community
410404109,Preschool,West,western area rural district council,4,Mountain Of Light Nursery Sch.,Goderich,0306048811,private
410404110,Preschool,West,western area rural district council,4,Hamilton Pre-Sch.,Hamilton,030358876,mission
410404111,Preschool,West,western area rural district council,4,Abundant Grace International Sch. Pre- Sch.,Sussex,078733225,private
410404115,Preschool,West,western area rural district council,4,Newton Preparatoey School Kpoubu,Newton,77317781,community
410404117,Preschool,West,western area rural district council,4,Gem Pre School,Angola Town,088990801,mission
410404118,Preschool,West,western area rural district council,4,Rural Education Committee Ogoo,Farm,077648352,government
410404119,Preschool,West,western area rural district council,4,Hope Assembly Pre-School,null,030792335,private
410404120,Preschool,West,western area rural district council,4,E.Y Bangs Preparatory School,null,076613493,private
410404121,Preschool,West,western area rural district council,4,Tineyi International Pre,null,None,private
410404122,Preschool,West,western area rural district council,4,Rohi International Pre Sch,null,None,private
410404124,Preschool,West,western area rural district council,4,Nelsonmandela Community,Bango Farm,079419211,private
410404125,Preschool,West,western area rural district council,4,Gem Pre Sch,Angola Town,None,private
410404126,Preschool,West,western area rural district council,4,Rem Prepartory School,Baw-Baw Village,None,private
410404201,Primary,West,western area rural district council,4,Ahmadiyya Primary School,Newton,088316774,mission
410404202,Primary,West,western area rural district council,4,Rural Education Committeec Primary,Songo,088949880,government
410404203,Primary,West,western area rural district council,4,Livingway Primary School,Adonkia,030545180,private
410404204,Primary,West,western area rural district council,4,Christ The King Primary School,Bawbaw,088428048,mission
410404205,Primary,West,western area rural district council,4,Baoma Elementary Primary School,Goderich,88392248,private
410404206,Primary,West,western area rural district council,4,Rural Education Committee Primary,Hamilton,076843945,government
410404207,Primary,West,western area rural district council,4,St Catherine Primary School,Lakka,76615520,mission
410404209,Primary,West,western area rural district council,4,Wamagriso Community Rpimary School,Mambo Villlage,030603569,community
410404210,Primary,West,western area rural district council,4,Sulpon Community,Mile 13,078676457,government
410404211,Primary,West,western area rural district council,4,New Life Primary,Ogoo Farm,088774348,mission
410404212,Primary,West,western area rural district council,4,Rural Education Committee,Sussex,088649865,government
410404214,Primary,West,western area rural district council,4,Abundant Grace International Sch.,Sussex,078733225,private
410404215,Primary,West,western area rural district council,4,Hamilton Pre-School Primary School,Hamilton,079568061,private
410404216,Primary,West,western area rural district council,4,Rohi International Primary School,Goderich/Ha Milton,030302153,private
410404220,Primary,West,western area rural district council,4,Global Outreach Primary Sch.,Masantigie,088578132,mission
410404221,Primary,West,western area rural district council,4,Nelson Mandela Community College,Boingo Farm,079419211,private
410404222,Primary,West,western area rural district council,4,Mountain Of Light Primary,Freetown,078538907,private
410404224,Primary,West,western area rural district council,4,Lakka Community Primary School,Lakka,076848482,government
410404225,Primary,West,western area rural district council,4,Tineyi International Primary School,Freetown,077572403,private
410404226,Primary,West,western area rural district council,4,Life Gate In Afrca Primary School Kassie,Kassie Tombo,030699151,mission
410404228,Primary,West,western area rural district council,4,Sowand Reap Primary,Angola,077371665,mission
410404229,Primary,West,western area rural district council,4,Extereme Progressive Academy,Ogoo Farm,088851883,private
410404230,Primary,West,western area rural district council,4,Rem Preparatory School,Baw Batu Village,088549674,private
410404231,Primary,West,western area rural district council,4,Divine Academy Prep/Pri School,null,088121790,mission
410404232,Primary,West,western area rural district council,4,E.Y Bangs Preparatory School,Mambo Village,076613493,private
410404234,Primary,West,western area rural district council,4,All National Pri Sch,null,None,private
410404303,JSS,West,western area rural district council,4,Sussex Junion Sec. Sch.,Sussex,076733310,other
410404304,JSS,West,western area rural district council,4,Sengbe Pieh Memorial Secadary School,null,078901808,community
410404305,JSS,West,western area rural district council,4,Gaston Memorial High School,Lakka Village,077883160,community
410404306,JSS,West,western area rural district council,4,Mo Murphy Memorial Secondary School,Mile 13,077285218,private
410404307,JSS,West,western area rural district council,4,Wamagriso Community Secondary School,Mambo,088856592,private
410404308,JSS,West,western area rural district council,4,Rohi International Junior Sec School,null,030392153,private
410404310,JSS,West,western area rural district council,4,Joy Academy Junior School,null,077694192,mission
410404312,JSS,West,western area rural district council,4,Abundant Grace Int. School,null,None,private
410404401,SSS,West,western area rural district council,4,Sengbe Pieh Memorial S.S.S.,Gederich,788650576,government
410404402,SSS,West,western area rural district council,4,Manifest School Of Excellence,Goderich,099989784,private
410404403,SSS,West,western area rural district council,4,Gaston Memorial High School,null,077883160,community
410404404,SSS,West,western area rural district council,4,Wamagriso Senior Secondary School,null,088856592,private
410405103,Preschool,West,western area rural district council,4,Friends Of Education Baptist Pre- School,Pokeh,088900674,community
410405104,Preschool,West,western area rural district council,4,Sims Prepapratory Kissi Town,Kissi Town,030653753,private
410405105,Preschool,West,western area rural district council,4,Life Gate In Africa Pre-Primary School,Brigitte,088960022,mission
410405106,Preschool,West,western area rural district council,4,Kulafai Rashideen Islamic Pre-Primary,null,030727342,mission
410405107,Preschool,West,western area rural district council,4,Hope Of Glory Pre-School,null,077209766,private
410405108,Preschool,West,western area rural district council,4,Faith Liberation Preparatory,Mama Beach,077402196,mission
410405111,Preschool,West,western area rural district council,4,John Obey Comm Pre Sch,null,None,community
410405207,Primary,West,western area rural district council,4,Faith Liberation Premary School,Mama Beach,77402196,mission
410405208,Primary,West,western area rural district council,4,Rural Education Committee Mamabeach,Mama Beach,88920761,government
410405209,Primary,West,western area rural district council,4,Baptist Primary,Big Water,077909451,mission
410405210,Primary,West,western area rural district council,4,Life Gate In Africa Primary School,Bonga Wharf,099513709,mission
410405211,Primary,West,western area rural district council,4,R.E.C Primary School Kissi Town,Kissi Town,088916628,government
410405212,Primary,West,western area rural district council,4,R.E.C Primary School,York,076792431,government
410405213,Primary,West,western area rural district council,4,Friends Of Education Baptist Primary School,Tokeh,088900674,community
410405214,Primary,West,western area rural district council,4,R.E.C Primary School,Kent,076887491,government
410405215,Primary,West,western area rural district council,4,Sim'S Primary School,Kissi Town,030653753,private
410405216,Primary,West,western area rural district council,4,Krystal Health Preparatory,Big Water,077026937,mission
410405217,Primary,West,western area rural district council,4,Kulafai Rashideen Islamic Primary,Tokeh,030727342,mission
410405219,Primary,West,western area rural district council,4,Dublin Ricketts Rural Education,Dublin Ricketts,077082892,government
410405220,Primary,West,western area rural district council,4,John Obey Community Primary School,John Obey,077649435,community
410405221,Primary,West,western area rural district council,4,Joy International Academy,Adonkia,088990696,private
410405301,JSS,West,western area rural district council,4,Army Of God Academy (Cti),null,030165471,private
410405302,JSS,West,western area rural district council,4,Mama Beach Junior Secondary,null,099136673,private
410405304,JSS,West,western area rural district council,4,Khulafai Rashideen Islamic Junior Secondary School Freetown,Tokeh,076901554,mission
410405305,JSS,West,western area rural district council,4,Makripodis Baptist High School,Kissi Town,077817218,mission
410405402,SSS,West,western area rural district council,4,Makripodis Baptist High School,Kissi Town,77817218,mission
410405403,SSS,West,western area rural district council,4,Kulafai Rashideen Ishmail Senior Sec School,York,None,mission
410406101,Preschool,West,western area rural district council,4,Campbell Town Experimental Nursery Sch.,Waterloo,077915212,private
410406102,Preschool,West,western area rural district council,4,Elibraham Pre School,Tombo,088321327,private
410406103,Preschool,West,western area rural district council,4,Sawe Pre School,null,099699300,private
410406104,Preschool,West,western area rural district council,4,Elizabeth Pre School,null,None,private
410406201,Primary,West,western area rural district council,4,Royal Madina Academy,Madina,030242546,private
410406202,Primary,West,western area rural district council,4,Elibraham Primary School,Tombo,088321327,private
410406302,JSS,West,western area rural district council,4,Redemption Junior Sec. Sch.,Waterloo,078922433,mission
410406401,SSS,West,western area rural district council,4,Redemption Senior Sec. Sch.,Waterloo,077677093,mission
410406402,SSS,West,western area rural district council,4,Russell Technical Secondary,York,None,community
410407201,Primary,West,western area rural district council,4,Huntingdom Primary School,Tombo,088827007,community
410407203,Primary,West,western area rural district council,4,King Fahad Islamic Primary School,Brigitte,030377697,community
410407204,Primary,West,western area rural district council,4,Nelson Mandela Primary School Madina,Madwa,76356957,private
410407205,Primary,West,western area rural district council,4,Sierra Leone Muslim Brotherhood Primary School Tombo,Tombo,030501774,mission
410407206,Primary,West,western area rural district council,4,Honour Service Community Primary School,Walli,088942055,community
410408201,Primary,West,western area rural district council,4,Sierra Leone Muslim Community Primary,Tombo Village,77896324,private
410408202,Primary,West,western area rural district council,4,Sawe Primary School,Tombo,099699300,private
410408203,Primary,West,western area rural district council,4,Baptist Primary School,null,077809706,mission
420101101,Preschool,West,freetown city council,1,Bonthcelia Nursery And Preparatory School,Freetown,78389499,private
420101102,Preschool,West,freetown city council,1,Quinndel Nursery School,Freetown,077353345,private
420101103,Preschool,West,freetown city council,1,Standard Nursery And Preparatory School,Freetown,88708099,mission
420101104,Preschool,West,freetown city council,1,Three Angels Messages Daycare And Nursery School,Freetown,77577137,mission
420101105,Preschool,West,freetown city council,1,Leicester Road Community Pre-School,Freetown,077692856,community
420101106,Preschool,West,freetown city council,1,Galaxy Academy,Freetown,077420805,private
420101108,Preschool,West,freetown city council,1,Regmel Preparatory School,Freetown,078779669,private
420101109,Preschool,West,freetown city council,1,Aunty Mem'S Pre- Primary School,Freetown,077397098,private
420101110,Preschool,West,freetown city council,1,Tower Hill Muncipal Nursery Primary School,null,076694671,government
420101111,Preschool,West,freetown city council,1,Planting Promis International Pre- School,null,None,private
420101201,Primary,West,freetown city council,1,Bethel Temple Nursery And Preparatory School,Freetown,077483194,mission
420101202,Primary,West,freetown city council,1,Bonthcelia Nursery And Preparatory School,Freetown,78468040,private
420101203,Primary,West,freetown city council,1,Quinndel Preparatory School,Freetown,077353345,private
420101204,Primary,West,freetown city council,1,Sierra Leone Muslim Brotherhood Primary School,Freetown,76371850,government
420101205,Primary,West,freetown city council,1,Standard Nursery And Preparatory School,Freetown,88708099,private
420101206,Primary,West,freetown city council,1,National Pentecostal Primary School,Freetown,76613493,mission
420101207,Primary,West,freetown city council,1,Leicester Road Community Primary School,Freetown,077692856,community
420101208,Primary,West,freetown city council,1,Three Angels Messages Day Care And Nursery School,null,077577137,private
420101209,Primary,West,freetown city council,1,Galaxy Academy,Leicester Road,077420805,private
420101210,Primary,West,freetown city council,1,Edna Primary School,Freetown,030415817,private
420101211,Primary,West,freetown city council,1,Fatima Preparatory School,Freetown,076787541,private
420101212,Primary,West,freetown city council,1,Regmel Preparatory School 8,Freetown,078779669,private
420101213,Primary,West,freetown city council,1,Aunty Mem'S Pre-School,null,077596798,private
420101214,Primary,West,freetown city council,1,Tower Hill Kindergarten And Primary Sch,null,None,private
420101215,Primary,West,freetown city council,1,Christ Church Primary School,null,076606956,mission
420101301,JSS,West,freetown city council,1,Sierra Leone Muslim Brotherhood Junior Secondary School,Freetown,076700087,mission
420101302,JSS,West,freetown city council,1,Albert Academy Jss,Freetown,076606571,mission
420101303,JSS,West,freetown city council,1,National Pentecostal Jss,Freetown,076653193,mission
420101304,JSS,West,freetown city council,1,Government Model Jss,Freetown,078808478,government
420101305,JSS,West,freetown city council,1,Government Rokel Jss,Freetown,088-394670,government
420101306,JSS,West,freetown city council,1,John F. Kennedy International Academy Junior Secondary School,Freetown,None,private
420101307,JSS,West,freetown city council,1,United Methodist Secondary School For Girls (U.M.C.S.S.G.),Freetown,078762583,mission
420101308,JSS,West,freetown city council,1,Wallace Johnson Junior Secondary School,Freetown,None,government
420101309,JSS,West,freetown city council,1,United Muslim Association Junior,Freetown,76494044,mission
420101401,SSS,West,freetown city council,1,John F. Kennedy International Academy S.S.S,Freetown,76621765,private
420101402,SSS,West,freetown city council,1,Sierra Leone Muslim Brotherhood S.S.S.,Freetown,076712001,mission
420101403,SSS,West,freetown city council,1,Albert Academy S.S.S.,Freetown,76620870,mission
420101405,SSS,West,freetown city council,1,Government Model Secondary School,Freetown,076244920,government
420101406,SSS,West,freetown city council,1,J.T Reffell French Friendship Sss,Freetown,076174292,private
420102101,Preschool,West,freetown city council,1,Alumaina Pre-Primary School,Freetown,77441175,private
420102102,Preschool,West,freetown city council,1,Edna Daycare And Pre School,Freetown,30415817,private
420102103,Preschool,West,freetown city council,1,Firestone Community Pre School,Freetown,78275574,community
